Ward Code 1,Ward Name 1,All Ages
E05001024,Hoober,"14,651"
E05001025,Keppel,"11,593"
E05001026,Maltby,"12,430"
E05001027,Rawmarsh,"13,165"
E05001028,Rother Vale,"14,811"
E05001029,Rotherham East,"15,169"
E05001030,Rotherham West,"13,715"
E05001031,Silverwood,"11,398"
E05001032,Sitwell,"11,529"
E05001033,Swinton,"11,919"
E05001034,Valley,"13,424"
E05001035,Wales,"11,087"
E05001036,Wath,"12,639"
E05001037,Wickersley,"11,567"
E05001038,Wingfield,"11,440"
E05001067,Birtley,"8,028"
E05001068,Blaydon,"9,970"
E05001069,Bridges,"11,515"
E05001071,Chowdene,"8,647"
E05001072,Crawcrook and Greenside,"8,786"
E05001073,Deckham,"9,786"
E05001074,Dunston and Teams,"9,359"
E05001075,Dunston Hill and Whickham East,"9,005"
E05001076,Felling,"9,104"
E05001077,High Fell,"9,529"
E05001078,Lamesley,"9,901"
E05001079,Lobley Hill and Bensham,"10,340"
E05001080,Low Fell,"8,409"
E05001081,Pelaw and Heworth,"8,619"
E05001082,"Ryton, Crookhill and Stella","8,721"
E05001083,Saltwell,"11,582"
E05001084,Wardley and Leam Lane,"8,202"
E05001085,Whickham North,"7,949"
E05001086,Whickham South and Sunniside,"8,012"
E05001087,Windy Nook and Whitehills,"9,367"
E05001088,Winlaton and High Spen,"8,182"
E05001115,Battle Hill,"10,694"
E05001116,Benton,"10,206"
E05001117,Camperdown,"10,562"
E05001118,Chirton,"11,954"
E05001119,Collingwood,"11,288"
E05001120,Cullercoats,"9,413"
E05001121,Howdon,"11,258"
E05001122,Killingworth,"11,202"
E05001123,Longbenton,"11,476"
E05001124,Monkseaton North,"9,169"
E05001125,Monkseaton South,"9,741"
E05001126,Northumberland,"8,929"
E05001127,Preston,"8,186"
E05001128,Riverside,"12,182"
E05001129,St Mary's,"8,762"
E05001130,Tynemouth,"10,332"
E05001131,Valley,"13,263"
E05001132,Wallsend,"10,811"
E05001133,Weetslade,"9,994"
E05001134,Whitley Bay,"9,449"
E05001135,Beacon and Bents,"9,406"
E05001136,Bede,"7,553"
E05001137,Biddick and All Saints,"9,095"
E05001138,Boldon Colliery,"9,385"
E05001139,Cleadon and East Boldon,"8,381"
E05001140,Cleadon Park,"7,659"
E05001141,Fellgate and Hedworth,"7,366"
E05001142,Harton,"8,265"
E05001143,Hebburn North,"9,338"
E05001144,Hebburn South,"8,809"
E05001145,Horsley Hill,"9,174"
E05001146,Monkton,"8,162"
E05001147,Primrose,"8,096"
E05001148,Simonside and Rekendyke,"9,299"
E05001149,Westoe,"8,105"
E05001150,West Park,"7,576"
E05001151,Whitburn and Marsden,"7,355"
E05001152,Whiteleas,"8,109"
E05001153,Barnes,"10,595"
E05001154,Castle,"10,838"
E05001155,Copt Hill,"11,853"
E05001156,Doxford,"9,847"
E05001157,Fulwell,"10,850"
E05001158,Hendon,"12,987"
E05001159,Hetton,"11,831"
E05001160,Houghton,"11,740"
E05001161,Millfield,"13,038"
E05001162,Pallion,"10,827"
E05001163,Redhill,"11,112"
E05001164,Ryhope,"11,363"
E05001165,St Anne's,"10,981"
E05001166,St Chad's,"9,169"
E05001167,St Michael's,"10,682"
E05001168,St Peter's,"10,851"
E05001169,Sandhill,"10,786"
E05001170,Shiney Row,"13,170"
E05001171,Silksworth,"10,194"
E05001172,Southwick,"10,749"
E05001173,Washington Central,"10,818"
E05001174,Washington East,"11,326"
E05001175,Washington North,"10,847"
E05001176,Washington South,"10,005"
E05001177,Washington West,"11,387"
E05001218,Bablake,"16,877"
E05001219,Binley and Willenhall,"18,056"
E05001220,Cheylesmore,"18,859"
E05001221,Earlsdon,"16,373"
E05001222,Foleshill,"24,383"
E05001223,Henley,"21,931"
E05001224,Holbrook,"20,249"
E05001225,Longford,"21,079"
E05001226,Lower Stoke,"25,129"
E05001227,Radford,"22,406"
E05001228,St Michael's,"40,850"
E05001229,Sherbourne,"18,607"
E05001230,Upper Stoke,"21,890"
E05001231,Wainbody,"15,706"
E05001232,Westwood,"22,366"
E05001233,Whoberley,"17,921"
E05001234,Woodlands,"18,850"
E05001235,Wyken,"17,855"
E05001236,Amblecote,"13,056"
E05001237,Belle Vale,"14,254"
E05001238,Brierley Hill,"15,199"
E05001239,Brockmoor and Pensnett,"13,546"
E05001240,Castle and Priory,"15,289"
E05001241,Coseley East,"12,704"
E05001242,Cradley and Wollescote,"13,534"
E05001243,Gornal,"13,291"
E05001244,Halesowen North,"12,742"
E05001245,Halesowen South,"12,370"
E05001246,Hayley Green and Cradley South,"12,161"
E05001247,Kingswinford North and Wall Heath,"12,023"
E05001248,Kingswinford South,"12,290"
E05001249,Lye and Stourbridge North,"12,687"
E05001250,"Netherton, Woodside and St Andrews","15,605"
E05001251,Norton,"11,993"
E05001252,Pedmore and Stourbridge East,"12,400"
E05001253,Quarry Bank and Dudley Wood,"13,897"
E05001254,St James's,"15,764"
E05001255,St Thomas's,"15,931"
E05001256,Sedgley,"11,981"
E05001257,Upper Gornal and Woodsetton,"13,870"
E05001258,Wollaston and Stourbridge Town,"13,046"
E05001259,Wordsley,"12,730"
E05001260,Abbey,"12,640"
E05001261,Blackheath,"12,192"
E05001262,Bristnall,"12,266"
E05001263,Charlemont with Grove Vale,"12,281"
E05001264,Cradley Heath and Old Hill,"13,934"
E05001265,Friar Park,"12,735"
E05001266,Great Barr with Yew Tree,"12,890"
E05001267,Great Bridge,"13,533"
E05001268,Greets Green and Lyng,"13,939"
E05001269,Hateley Heath,"15,250"
E05001270,Langley,"13,957"
E05001271,Newton,"12,455"
E05001272,Old Warley,"12,256"
E05001273,Oldbury,"15,228"
E05001274,Princes End,"13,548"
E05001275,Rowley,"12,149"
E05001276,St Pauls,"15,880"
E05001277,Smethwick,"15,302"
E05001278,Soho and Victoria,"17,764"
E05001279,Tipton Green,"14,581"
E05001280,Tividale,"12,968"
E05001281,Wednesbury North,"13,175"
E05001282,Wednesbury South,"13,581"
E05001283,West Bromwich Central,"14,538"
E05001284,Bickenhill,"12,847"
E05001285,Blythe,"14,738"
E05001286,Castle Bromwich,"11,280"
E05001287,Chelmsley Wood,"13,308"
E05001288,Dorridge and Hockley Heath,"11,465"
E05001289,Elmdon,"12,747"
E05001290,Kingshurst and Fordbridge,"13,575"
E05001291,Knowle,"11,276"
E05001292,Lyndon,"13,886"
E05001293,Meriden,"12,752"
E05001294,Olton,"12,837"
E05001295,St Alphege,"13,846"
E05001296,Shirley East,"12,123"
E05001297,Shirley South,"12,537"
E05001298,Shirley West,"12,895"
E05001299,Silhill,"12,446"
E05001300,Smith's Wood,"12,929"
E05001301,Aldridge Central and South,"13,960"
E05001302,Aldridge North and Walsall Wood,"13,002"
E05001303,Bentley and Darlaston North,"14,350"
E05001304,Birchills Leamore,"16,095"
E05001305,Blakenall,"16,699"
E05001306,Bloxwich East,"13,101"
E05001307,Bloxwich West,"13,897"
E05001308,Brownhills,"13,461"
E05001309,Darlaston South,"16,940"
E05001310,Paddock,"13,493"
E05001311,Palfrey,"17,575"
E05001312,Pelsall,"11,336"
E05001313,Pheasey Park Farm,"11,432"
E05001314,Pleck,"16,663"
E05001315,Rushall-Shelfield,"12,182"
E05001316,St Matthew's,"17,356"
E05001317,Short Heath,"11,528"
E05001318,Streetly,"13,742"
E05001319,Willenhall North,"12,562"
E05001320,Willenhall South,"17,342"
E05001321,Bilston East,"14,933"
E05001322,Bilston North,"12,469"
E05001323,Blakenhall,"13,320"
E05001324,Bushbury North,"12,130"
E05001325,Bushbury South and Low Hill,"16,938"
E05001326,East Park,"13,217"
E05001327,Ettingshall,"16,774"
E05001328,Fallings Park,"12,043"
E05001329,Graiseley,"13,434"
E05001330,Heath Town,"16,260"
E05001331,Merry Hill,"11,924"
E05001332,Oxley,"12,683"
E05001333,Park,"13,076"
E05001334,Penn,"12,263"
E05001335,St Peter's,"15,510"
E05001336,Spring Vale,"12,328"
E05001337,Tettenhall Regis,"11,853"
E05001338,Tettenhall Wightwick,"10,820"
E05001339,Wednesfield North,"10,749"
E05001340,Wednesfield South,"11,683"
E05001341,Baildon,"15,263"
E05001342,Bingley,"18,275"
E05001343,Bingley Rural,"18,716"
E05001344,Bolton and Undercliffe,"17,122"
E05001345,Bowling and Barkerend,"22,379"
E05001346,Bradford Moor,"21,358"
E05001347,City,"25,951"
E05001348,Clayton and Fairweather Green,"17,412"
E05001349,Craven,"17,014"
E05001350,Eccleshill,"19,602"
E05001351,Great Horton,"19,202"
E05001352,Heaton,"18,544"
E05001353,Idle and Thackley,"16,846"
E05001354,Ilkley,"14,757"
E05001355,Keighley Central,"18,448"
E05001356,Keighley East,"16,604"
E05001357,Keighley West,"16,813"
E05001358,Little Horton,"23,338"
E05001359,Manningham,"20,314"
E05001360,Queensbury,"16,943"
E05001361,Royds,"17,706"
E05001362,Shipley,"15,644"
E05001363,Thornton and Allerton,"18,277"
E05001364,Toller,"20,343"
E05001365,Tong,"22,712"
E05001366,Wharfedale,"11,911"
E05001367,Wibsey,"15,007"
E05001368,Windhill and Wrose,"16,294"
E05001369,Worth Valley,"14,153"
E05001370,Wyke,"15,180"
E05001371,Brighouse,"11,199"
E05001372,Calder,"12,067"
E05001373,Elland,"12,218"
E05001374,Greetland and Stainland,"11,318"
E05001375,Hipperholme and Lightcliffe,"12,245"
E05001376,Illingworth and Mixenden,"12,805"
E05001377,Luddendenfoot,"10,713"
E05001378,Northowram and Shelf,"11,735"
E05001379,Ovenden,"12,729"
E05001380,Park,"16,371"
E05001381,Rastrick,"11,212"
E05001382,Ryburn,"11,546"
E05001383,Skircoat,"13,571"
E05001384,Sowerby Bridge,"12,111"
E05001385,Todmorden,"12,414"
E05001386,Town,"13,106"
E05001387,Warley,"14,079"
E05001389,Ashbrow,"20,572"
E05001390,Batley East,"19,351"
E05001391,Batley West,"20,735"
E05001392,Birstall and Birkenshaw,"16,906"
E05001393,Cleckheaton,"17,371"
E05001396,Dalton,"17,309"
E05001397,Denby Dale,"16,779"
E05001398,Dewsbury East,"20,130"
E05001399,Dewsbury South,"19,259"
E05001400,Dewsbury West,"22,505"
E05001401,Golcar,"18,240"
E05001402,Greenhead,"21,230"
E05001403,Heckmondwike,"17,363"
E05001405,Holme Valley South,"19,432"
E05001407,Lindley,"20,822"
E05001408,Liversedge and Gomersal,"20,079"
E05001409,Mirfield,"20,043"
E05001410,Newsome,"24,262"
E05001444,"Ackworth, North Elmsall and Upton","17,746"
E05001445,Airedale and Ferry Fryston,"15,892"
E05001446,Altofts and Whitwood,"18,398"
E05001447,Castleford Central and Glasshoughton,"16,843"
E05001448,"Crofton, Ryhill and Walton","15,875"
E05001449,Featherstone,"17,299"
E05001450,Hemsworth,"15,979"
E05001451,Horbury and South Ossett,"15,513"
E05001452,Knottingley,"14,363"
E05001453,Normanton,"17,334"
E05001454,Ossett,"16,678"
E05001455,Pontefract North,"18,035"
E05001456,Pontefract South,"15,238"
E05001457,South Elmsall and South Kirkby,"19,279"
E05001458,Stanley and Outwood East,"16,568"
E05001459,Wakefield East,"17,232"
E05001460,Wakefield North,"17,647"
E05001461,Wakefield Rural,"17,736"
E05001462,Wakefield South,"14,906"
E05001463,Wakefield West,"16,555"
E05001464,Wrenthorpe and Outwood West,"16,476"
E05001527,Billingham Central,"7,408"
E05001528,Billingham East,"7,221"
E05001529,Billingham North,"8,399"
E05001530,Billingham South,"6,517"
E05001531,Billingham West,"5,208"
E05001532,Bishopsgarth and Elm Tree,"6,322"
E05001533,Eaglescliffe,"10,579"
E05001534,Fairfield,"5,433"
E05001535,Grangefield,"6,530"
E05001536,Hardwick and Salters Lane,"7,894"
E05001537,Hartburn,"6,257"
E05001538,Ingleby Barwick East,"10,740"
E05001539,Ingleby Barwick West,"12,850"
E05001540,Mandale and Victoria,"12,326"
E05001541,Newtown,"7,080"
E05001542,Northern Parishes,"4,236"
E05001543,Norton North,"6,471"
E05001544,Norton South,"7,905"
E05001545,Norton West,"5,971"
E05001546,Parkfield and Oxbridge,"9,512"
E05001547,Roseworth,"7,338"
E05001548,Stainsby Hill,"6,222"
E05001549,Stockton Town Centre,"7,605"
E05001550,Village,"6,853"
E05001551,Western Parishes,"3,522"
E05001552,Yarm,"11,020"
E05001577,Appleton,"7,553"
E05001578,Beechwood,"3,502"
E05001579,Birchfield,"7,169"
E05001580,Broadheath,"6,408"
E05001581,Halton Castle,"6,685"
E05001582,Daresbury,"5,490"
E05001583,Ditton,"7,290"
E05001584,Farnworth,"9,240"
E05001585,Grange,"6,896"
E05001586,Hale,"1,822"
E05001587,Halton Brook,"6,813"
E05001588,Halton Lea,"6,447"
E05001589,Halton View,"6,717"
E05001590,Heath,"5,656"
E05001591,Hough Green,"6,562"
E05001592,Kingsway,"6,780"
E05001593,Mersey,"7,636"
E05001594,Norton North,"6,391"
E05001595,Norton South,"6,487"
E05001596,Riverside,"5,619"
E05001597,Windmill Hill,"2,596"
E05001643,Anchorsholme,"6,278"
E05001644,Bispham,"6,291"
E05001645,Bloomfield,"7,345"
E05001646,Brunswick,"6,890"
E05001647,Claremont,"7,178"
E05001648,Clifton,"6,589"
E05001649,Greenlands,"6,714"
E05001650,Hawes Side,"7,010"
E05001651,Highfield,"6,367"
E05001652,Ingthorpe,"6,468"
E05001653,Layton,"6,619"
E05001654,Marton,"6,620"
E05001655,Norbreck,"5,981"
E05001656,Park,"7,532"
E05001657,Squires Gate,"6,128"
E05001658,Stanley,"6,550"
E05001659,Talbot,"6,414"
E05001660,Tyldesley,"6,447"
E05001661,Victoria,"6,564"
E05001662,Warbreck,"6,144"
E05001663,Waterloo,"6,252"
E05001687,Beverley Rural,"14,078"
E05001688,Bridlington Central and Old Town,"11,025"
E05001689,Bridlington North,"13,054"
E05001690,Bridlington South,"14,671"
E05001691,Cottingham North,"8,047"
E05001692,Cottingham South,"9,643"
E05001693,Dale,"18,125"
E05001694,Driffield and Rural,"15,369"
E05001695,East Wolds and Coastal,"14,547"
E05001696,Goole North,"11,528"
E05001697,Goole South,"11,157"
E05001698,Hessle,"15,359"
E05001699,Howden,"5,277"
E05001700,Howdenshire,"15,283"
E05001701,Mid Holderness,"13,769"
E05001702,Minster and Woodmansey,"16,490"
E05001703,North Holderness,"10,579"
E05001704,Pocklington Provincial,"18,026"
E05001705,St Mary's,"16,211"
E05001706,"Snaith, Airmyn, Rawcliffe and Marshland","9,803"
E05001707,South East Holderness,"14,927"
E05001708,South Hunsley,"10,569"
E05001709,South West Holderness,"14,412"
E05001710,Tranby,"10,336"
E05001711,Willerby and Kirk Ella,"13,727"
E05001712,Wolds Weighton,"17,189"
E05001713,Croft Baker,"11,481"
E05001714,East Marsh,"11,467"
E05001715,Freshney,"9,346"
E05001716,Haverstoe,"9,668"
E05001717,Heneage,"11,904"
E05001718,Humberston and New Waltham,"11,385"
E05001719,Immingham,"11,728"
E05001720,Park,"11,793"
E05001721,Scartho,"11,433"
E05001722,Sidney Sussex,"12,508"
E05001723,South,"12,757"
E05001724,Waltham,"6,789"
E05001725,West Marsh,"7,848"
E05001726,Wolds,"7,700"
E05001727,Yarborough,"11,557"
E05001728,Ashby,"13,911"
E05001729,Axholme Central,"7,729"
E05001730,Axholme North,"8,349"
E05001731,Axholme South,"7,220"
E05001732,Barton,"11,767"
E05001733,Bottesford,"10,640"
E05001734,Brigg and Wolds,"11,576"
E05001735,Broughton and Appleby,"6,538"
E05001736,Brumby,"11,924"
E05001737,Burringham and Gunness,"3,822"
E05001738,Burton upon Stather and Winterton,"11,246"
E05001739,Crosby and Park,"14,691"
E05001740,Ferry,"11,485"
E05001741,Frodingham,"8,246"
E05001742,Kingsway with Lincoln Gardens,"11,173"
E05001743,Ridge,"12,838"
E05001744,Town,"9,593"
E05001767,Abbey,"15,490"
E05001768,Allestree,"13,233"
E05001769,Alvaston,"16,902"
E05001770,Arboretum,"22,250"
E05001771,Blagreaves,"12,812"
E05001772,Boulton,"13,631"
E05001773,Chaddesden,"12,963"
E05001774,Chellaston,"15,509"
E05001775,Darley,"15,570"
E05001776,Derwent,"13,949"
E05001777,Littleover,"15,015"
E05001778,Mackworth,"15,029"
E05001779,Mickleover,"13,808"
E05001780,Normanton,"19,745"
E05001781,Oakwood,"12,608"
E05001782,Sinfin,"16,173"
E05001783,Spondon,"12,127"
E05002078,Budshead,"12,995"
E05002079,Compton,"12,542"
E05002080,Devonport,"16,743"
E05002081,Drake,"11,206"
E05002082,Efford and Lipson,"14,093"
E05002083,Eggbuckland,"12,863"
E05002084,Ham,"14,121"
E05002085,Honicknowle,"13,980"
E05002086,Moor View,"12,758"
E05002087,Peverell,"13,854"
E05002088,Plympton Chaddlewood,"8,105"
E05002089,Plympton Erle,"8,687"
E05002090,Plympton St Mary,"12,404"
E05002091,Plymstock Dunstone,"12,331"
E05002092,Plymstock Radford,"13,469"
E05002093,St Budeaux,"13,308"
E05002094,St Peter and the Waterfront,"17,883"
E05002095,Southway,"13,645"
E05002096,Stoke,"13,664"
E05002097,Sutton and Mount Gould,"14,188"
E05002193,Barnfield,"7,638"
E05002194,Biscot,"16,667"
E05002195,Bramingham,"7,001"
E05002196,Challney,"14,300"
E05002197,Crawley,"7,441"
E05002198,Dallow,"17,069"
E05002199,Farley,"13,041"
E05002200,High Town,"11,280"
E05002201,Icknield,"7,474"
E05002202,Leagrave,"12,456"
E05002203,Lewsey,"12,547"
E05002204,Limbury,"7,856"
E05002205,Northwell,"8,143"
E05002206,Round Green,"12,114"
E05002207,Saints,"14,891"
E05002208,South,"18,539"
E05002209,Stopsley,"6,668"
E05002210,Sundon Park,"7,712"
E05002211,Wigmore,"10,691"
E05002212,Belfairs,"9,665"
E05002213,Blenheim Park,"11,159"
E05002214,Chalkwell,"10,398"
E05002215,Eastwood Park,"9,425"
E05002216,Kursaal,"12,215"
E05002217,Leigh,"10,288"
E05002218,Milton,"11,762"
E05002219,Prittlewell,"10,724"
E05002220,St Laurence,"10,599"
E05002221,St. Luke's,"11,237"
E05002222,Shoeburyness,"11,939"
E05002223,Southchurch,"9,977"
E05002224,Thorpe,"9,281"
E05002225,Victoria,"13,025"
E05002226,Westborough,"11,205"
E05002227,West Leigh,"9,459"
E05002228,West Shoebury,"10,415"
E05002229,Aveley and Uplands,"10,639"
E05002230,Belhus,"10,679"
E05002231,Chadwell St Mary,"10,489"
E05002232,Chafford and North Stifford,"8,324"
E05002233,Corringham and Fobbing,"5,425"
E05002234,East Tilbury,"7,309"
E05002235,Grays Riverside,"14,210"
E05002236,Grays Thurrock,"10,019"
E05002237,Little Thurrock Blackshots,"6,695"
E05002238,Little Thurrock Rectory,"6,186"
E05002239,Ockendon,"11,790"
E05002240,Orsett,"5,944"
E05002241,South Chafford,"8,160"
E05002242,Stanford East and Corringham Town,"8,288"
E05002243,Stanford-le-Hope West,"7,115"
E05002244,Stifford Clays,"6,760"
E05002245,The Homesteads,"8,282"
E05002246,Tilbury Riverside and Thurrock Park,"8,181"
E05002247,Tilbury St Chads,"6,813"
E05002248,West Thurrock and South Stifford,"14,223"
E05002249,Chatham Central,"17,547"
E05002250,Cuxton and Halling,"6,683"
E05002251,Gillingham North,"19,872"
E05002252,Gillingham South,"17,932"
E05002253,Hempstead and Wigmore,"7,767"
E05002254,Lordswood and Capstone,"9,025"
E05002255,Luton and Wayfield,"15,402"
E05002256,Peninsula,"14,712"
E05002257,Princes Park,"10,225"
E05002258,Rainham Central,"12,088"
E05002259,Rainham North,"8,766"
E05002260,Rainham South,"13,388"
E05002261,River,"12,100"
E05002262,Rochester East,"10,670"
E05002263,Rochester South and Horsted,"13,752"
E05002264,Rochester West,"10,912"
E05002265,Strood North,"14,393"
E05002266,Strood Rural,"15,200"
E05002267,Strood South,"16,495"
E05002268,Twydall,"13,348"
E05002269,Walderslade,"9,421"
E05002270,Watling,"9,444"
E05002271,Ascot,"6,025"
E05002272,Binfield with Warfield,"10,948"
E05002273,Bullbrook,"6,819"
E05002274,Central Sandhurst,"5,030"
E05002275,College Town,"6,207"
E05002276,Crown Wood,"7,824"
E05002277,Crowthorne,"5,880"
E05002278,Great Hollands North,"8,079"
E05002279,Great Hollands South,"5,015"
E05002280,Hanworth,"8,175"
E05002281,Harmans Water,"9,543"
E05002282,Little Sandhurst and Wellington,"6,268"
E05002283,Old Bracknell,"6,151"
E05002284,Owlsmoor,"5,179"
E05002285,Priestwood and Garth,"8,238"
E05002286,Warfield Harvest Ride,"8,150"
E05002287,Wildridings and Central,"5,781"
E05002288,Winkfield and Cranbourne,"4,853"
E05002319,Abbey,"15,124"
E05002320,Battle,"11,560"
E05002321,Caversham,"9,110"
E05002322,Church,"11,887"
E05002323,Katesgrove,"11,611"
E05002324,Kentwood,"9,178"
E05002325,Mapledurham,"2,953"
E05002326,Minster,"10,458"
E05002327,Norcot,"10,358"
E05002328,Park,"10,302"
E05002329,Peppard,"8,925"
E05002330,Redlands,"9,729"
E05002331,Southcote,"8,605"
E05002332,Thames,"8,918"
E05002333,Tilehurst,"8,845"
E05002334,Whitley,"12,774"
E05002372,Arborfield,"2,910"
E05002373,Barkham,"4,037"
E05002374,Bulmershe and Whitegates,"10,007"
E05002375,Charvil,"3,123"
